,Unnamed: 0,id,Name,Age,Gender,Qualification_type,Job_Type,Race,GPA,Interviewed
4013,4013,4014,Ethelred Perel,60,M,4,Engineering,Other,1.3,0
4014,4014,4015,Arnie Bellchamber,46,M,4,Research and Development,Other,3.3,0
4015,4015,4016,Ase Tissington,50,M,3,Training,Black,3.7,1
4016,4016,4017,Neil Merwe,38,M,4,Legal,Latino,1.0,1
4017,4017,4018,Erin Hubert,27,M,2,Product Management,Other,3.0,0
4018,4018,4019,Falkner McMakin,45,M,1,Sales,Asian,1.0,0
4019,4019,4020,Estel Leheude,47,F,5,Accounting,White,3.7,1
4020,4020,4021,Ranice Andric,58,F,2,Services,Other,1.0,0
4021,4021,4022,Perren Balazin,45,M,2,Product Management,Asian,4.0,0
4022,4022,4023,Frans Sizey,56,M,2,Human Resources,Latino,0.7,0
4023,4023,4024,Jon Zecchetti,29,M,3,Business Development,Black,1.0,1
4024,4024,4025,Morgan Larrie,22,M,1,Sales,Asian,4.0,1
4025,4025,4026,Gregorius Todari,57,MISSING,4,Marketing,Other,2.3,1
4026,4026,4027,Leonidas O'Hollegan,36,M,1,Services,Black,3.7,1
4027,4027,4028,Claribel Kybert,21,F,3,Product Management,Latino,1.3,1
4028,4028,4029,Peterus Pigeram,26,M,4,Business Development,Asian,2.7,0
4029,4029,4030,Milt Gammons,52,M,4,Accounting,Latino,2.7,1
4030,4030,4031,Gracie Juggins,45,F,4,Research and Development,Asian,2.3,1
4031,4031,4032,Heindrick Lingwood,58,M,3,Human Resources,White,3.3,0
4032,4032,4033,Antin Morewood,33,M,1,Support,White,0.7,1
4033,4033,4034,Marcille Kolczynski,29,F,3,Services,Latino,1.0,0
4034,4034,4035,Hermie Tiddy,49,M,5,Support,Black,1.7,0
4035,4035,4036,Tillie Tomankowski,42,F,4,Human Resources,Latino,0.0,0
4036,4036,4037,Klemens Wayt,28,M,2,Business Development,Latino,2.3,0
4037,4037,4038,Rozalie Winscomb,30,F,4,Training,White,1.7,1
4038,4038,4039,Ichabod Thulborn,56,M,5,Research and Development,Black,0.0,0
4039,4039,4040,Tucker Presnail,37,M,4,Sales,White,3.7,1
4040,4040,4041,Gaspard Grzeszczyk,49,M,5,Services,Black,2.0,1
4041,4041,4042,Melessa Julian,34,F,4,Business Development,White,3.3,1
4042,4042,4043,Riane Dunwoody,30,F,1,Legal,Black,2.0,1
4043,4043,4044,Aile Meere,22,F,5,Research and Development,Asian,3.0,1
4044,4044,4045,Neila Holmyard,49,F,2,Support,White,1.0,1
4045,4045,4046,Leonardo Keyse,46,MISSING,5,Services,Latino,0.0,0
4046,4046,4047,Cleon Gelland,35,M,2,Product Management,Black,1.0,1
4047,4047,4048,Orv Ashenhurst,43,M,2,Services,Other,2.7,0
4048,4048,4049,Tirrell Whitwam,42,M,2,Support,Latino,1.0,1
4049,4049,4050,Petronella O'Neill,25,F,1,Sales,White,0.7,1
4050,4050,4051,Merwyn Preskett,25,M,1,Product Management,Asian,0.7,1
4051,4051,4052,Clementina Straine,50,F,5,Accounting,White,2.0,1
4052,4052,4053,Juliette Turk,40,F,4,Business Development,Black,0.0,1
4053,4053,4054,Yale Knowlson,32,M,5,Services,Latino,1.0,1
4054,4054,4055,Deva Mycock,21,F,3,Product Management,White,2.3,0
4055,4055,4056,Orv Whenham,60,M,1,Business Development,White,2.7,0
4056,4056,4057,Annie Kausche,45,F,3,Training,Black,3.3,1
4057,4057,4058,Niki Jouhning,55,F,4,Sales,White,3.0,1
4058,4058,4059,Arleyne Gallager,45,F,1,Research and Development,Other,2.7,1
4059,4059,4060,Karisa Reedshaw,32,F,2,Services,Black,3.7,1
4060,4060,4061,Anabal Addlestone,59,F,3,Services,Other,2.3,0
4061,4061,4062,Hanna Sherman,31,F,1,Marketing,Other,3.3,0
4062,4062,4063,Lewiss Iannazzi,56,M,2,Product Management,Asian,3.7,1
4063,4063,4064,Weidar Kolinsky,40,M,2,Human Resources,Black,2.0,0
4064,4064,4065,Torey Burds,41,M,5,Services,Latino,3.0,0
4065,4065,4066,Kaine Coleridge,35,M,3,Support,Other,0.7,1
4066,4066,4067,Stewart Buckner,33,M,2,Accounting,Asian,4.0,1
4067,4067,4068,Willey Tenniswood,49,M,4,Legal,Black,3.3,1
4068,4068,4069,Bart Sprankling,51,M,4,Product Management,Asian,3.0,0
4069,4069,4070,Tomas Duiguid,50,M,4,Research and Development,Other,1.7,0
4070,4070,4071,Dare Noulton,53,M,1,Research and Development,Black,2.0,0
4071,4071,4072,Katinka Etherton,25,F,4,Services,Black,1.0,0
4072,4072,4073,Brinn Shakesby,56,F,2,Services,Other,0.0,0
4073,4073,4074,Purcell Smurthwaite,41,M,5,Sales,Latino,2.0,1
4074,4074,4075,Kendal Youles,57,M,3,Human Resources,Asian,3.7,1
4075,4075,4076,Edin Rishbrook,24,F,4,Accounting,White,2.0,1
4076,4076,4077,Shanan Janew,52,M,2,Research and Development,Black,4.0,0
4077,4077,4078,Leigh Wither,57,M,3,Business Development,Latino,0.0,0
4078,4078,4079,Jobey Sallows,44,F,1,Human Resources,White,1.7,0
4079,4079,4080,Byron Richardon,53,M,2,Accounting,Asian,0.0,1
4080,4080,4081,Con Tuxill,29,M,1,Human Resources,Latino,2.7,0
4081,4081,4082,Sabra Cokly,57,F,2,Accounting,Other,2.7,0
4082,4082,4083,Sutton Goare,48,M,5,Research and Development,Latino,2.7,0
4083,4083,4084,August Fossitt,31,M,3,Training,Asian,3.7,1
4084,4084,4085,Neddy Clutheram,60,M,2,Training,Asian,1.0,1
4085,4085,4086,Estrella Ansteys,30,F,2,Training,White,1.3,0
4086,4086,4087,Elnar Milton-White,40,M,5,Legal,Asian,3.3,0
4087,4087,4088,Kirk Dreger,49,M,4,Human Resources,White,2.0,1
4088,4088,4089,Dex Sutliff,54,M,4,Support,Latino,3.0,1
4089,4089,4090,Isabel Heinlein,53,F,4,Business Development,Latino,3.3,1
4090,4090,4091,Daron Frayling,50,M,5,Training,Asian,3.7,1
4091,4091,4092,Linus Sumsion,27,M,2,Business Development,Other,4.0,1
4092,4092,4093,Evey Wainscot,31,F,5,Marketing,Latino,1.7,0
4093,4093,4094,Florance Arrington,38,F,3,Marketing,White,3.7,0
4094,4094,4095,Yoshiko Shallcroff,39,F,2,Engineering,White,3.3,1
4095,4095,4096,Deanne Gallatly,58,F,5,Research and Development,Black,3.0,0
4096,4096,4097,Genevra Duchart,54,F,5,Support,Other,3.7,1
4097,4097,4098,Ansley Mace,57,F,3,Support,Black,0.0,1
4098,4098,4099,Shaylah Raftery,27,F,4,Human Resources,White,3.7,0
4099,4099,4100,Bevan Heading,44,M,1,Marketing,Latino,0.0,0
4100,4100,4101,Dugald Frenzel;,32,M,5,Engineering,Black,2.7,1
4101,4101,4102,Shanie Benezeit,46,F,1,Product Management,Asian,4.0,1
4102,4102,4103,Everett Goatman,30,M,4,Support,Other,3.7,0
4103,4103,4104,Devondra Spickett,30,F,2,Engineering,Other,1.0,0
4104,4104,4105,Marcelline La Wille,55,F,1,Sales,Other,3.7,0
4105,4105,4106,Bartholomew Joynes,35,M,5,Support,Other,0.7,0
4106,4106,4107,Spence Eveleigh,50,M,2,Research and Development,Latino,2.0,1
4107,4107,4108,Riki Lowcock,28,F,3,Training,Latino,2.3,0
4108,4108,4109,Laurel Phythien,33,F,2,Support,Latino,0.7,0
4109,4109,4110,Lorelei Wanka,49,F,5,Product Management,Latino,2.3,0
4110,4110,4111,Ariella Bridgwood,52,F,5,Marketing,Asian,1.0,0
4111,4111,4112,Maxie Reinger,25,M,3,Business Development,Other,1.7,0
4112,4112,4113,Jannel Mort,44,F,5,Support,White,1.7,1
4113,4113,4114,Thibaud Stollenberg,47,M,4,Human Resources,Latino,3.0,0
4114,4114,4115,Thorn Hugues,40,M,3,Sales,Latino,3.7,0
4115,4115,4116,Chauncey Allsep,49,M,4,Human Resources,Asian,1.0,0
4116,4116,4117,Sid Weightman,56,M,1,Legal,White,4.0,0
4117,4117,4118,Baron Cristofaro,30,M,1,Services,White,2.7,1
4118,4118,4119,Veronique Kinzett,38,F,3,Legal,Black,1.7,1
4119,4119,4120,Emerson Edmonstone,56,M,4,Research and Development,Asian,1.7,0
4120,4120,4121,Nancey McHugh,53,F,5,Human Resources,Latino,1.3,0
4121,4121,4122,Harald Rushbrooke,33,M,5,Sales,White,0.7,1
4122,4122,4123,Adelheid Croke,35,F,1,Marketing,Latino,3.3,1
4123,4123,4124,Hastings Eates,54,M,1,Legal,Latino,2.7,1
4124,4124,4125,Arlinda Litchfield,31,F,3,Research and Development,Other,4.0,0
4125,4125,4126,Dunn Pracy,24,M,2,Engineering,Black,2.7,0
4126,4126,4127,Peadar Scriver,50,M,3,Marketing,Other,3.7,0
4127,4127,4128,Mala Feetham,34,F,3,Accounting,Latino,2.0,0
4128,4128,4129,Sandi Mudie,56,F,5,Accounting,White,3.0,0
4129,4129,4130,Laurene Bennie,58,F,5,Accounting,Asian,3.0,0
4130,4130,4131,Vivyan Tanman,36,F,1,Marketing,Black,3.3,0
4131,4131,4132,Artus Dayce,55,M,4,Sales,Black,3.0,1
4132,4132,4133,Staffard MacCartan,57,M,4,Research and Development,Black,3.0,0
4133,4133,4134,Erna Stork,53,F,3,Services,Black,3.3,0
4134,4134,4135,Tessie Whissell,32,F,3,Business Development,Latino,3.0,1
4135,4135,4136,Bianka McLardie,25,F,2,Marketing,White,2.3,0
4136,4136,4137,Lana Neligan,55,F,2,Business Development,Asian,3.3,0
4137,4137,4138,Randi Bateup,27,M,3,Training,White,0.0,0
4138,4138,4139,Rachelle Bold,22,F,2,Business Development,Black,2.7,0
4139,4139,4140,Lebbie Wildes,59,F,1,Business Development,White,1.7,0
4140,4140,4141,Ardene Barrat,38,F,4,Services,Asian,0.0,0
4141,4141,4142,Vinnie Siggee,21,M,2,Sales,Latino,3.7,1
4142,4142,4143,Delores Mewitt,33,F,1,Human Resources,White,0.0,1
4143,4143,4144,Lynn Bontoft,33,F,1,Marketing,White,2.3,1
4144,4144,4145,Joelle Aggas,48,F,1,Engineering,Asian,0.7,0
4145,4145,4146,Royal Maddyson,25,M,5,Training,White,0.7,1
4146,4146,4147,Georg Moncreiffe,37,M,4,Research and Development,Asian,1.3,0
4147,4147,4148,Arney Slingsby,26,M,3,Services,Other,2.3,1
4148,4148,4149,Josephina Vaughten,31,F,2,Sales,Latino,3.0,1
4149,4149,4150,Brian Janczyk,23,M,2,Sales,Latino,1.0,1
4150,4150,4151,Garnet Spark,25,F,1,Engineering,White,0.7,1
4151,4151,4152,Adolf Tomlinson,40,M,4,Training,Black,1.3,0
4152,4152,4153,Camilla West,55,F,4,Marketing,Other,2.7,0
4153,4153,4154,Wye Turrell,26,M,2,Human Resources,Asian,3.0,1
4154,4154,4155,Kyrstin Coultass,58,F,3,Support,White,4.0,0
4155,4155,4156,Roberto Poulter,60,M,2,Business Development,Latino,3.3,1
4156,4156,4157,Clem Brown,53,M,2,Legal,Other,2.0,1
4157,4157,4158,Clifford Clarricoates,34,M,4,Marketing,Other,1.0,0
4158,4158,4159,Wendie Fernant,25,F,4,Training,Other,1.7,1
4159,4159,4160,Tasha Crean,46,F,1,Marketing,Black,3.7,1
4160,4160,4161,Wenda Armell,44,F,3,Engineering,Latino,1.3,0
4161,4161,4162,Jeanna Oxer,56,F,4,Legal,Asian,3.3,1
4162,4162,4163,Torrin McGeouch,25,M,5,Support,Latino,1.7,0
4163,4163,4164,Noami Elphinston,38,F,2,Marketing,Black,2.0,0
4164,4164,4165,Tish Bambery,30,F,2,Support,Latino,3.0,0
4165,4165,4166,Marijo Whiteland,43,F,2,Services,White,0.0,0
4166,4166,4167,Morgan Treske,37,F,5,Human Resources,White,3.0,1
4167,4167,4168,Dillon Frye,60,M,4,Human Resources,Black,0.0,1
4168,4168,4169,Guglielmo Tivers,30,M,2,Accounting,White,0.0,0
4169,4169,4170,Gerri Domke,59,M,2,Research and Development,Latino,1.3,1
4170,4170,4171,Brier Shall,57,F,3,Sales,Asian,1.7,0
4171,4171,4172,Eran Shellard,54,F,1,Product Management,Other,3.3,1
4172,4172,4173,Eugine Arundale,34,F,1,Marketing,Latino,0.0,1
4173,4173,4174,Blondie Bromige,47,F,1,Business Development,Asian,1.3,0
4174,4174,4175,Amandie Thunnerclef,34,F,5,Business Development,Asian,3.3,1
4175,4175,4176,Giusto Scolland,21,M,3,Services,Latino,1.0,1
4176,4176,4177,Clevey Petican,49,M,5,Legal,White,0.7,0
4177,4177,4178,Scott Pasque,45,M,4,Business Development,White,1.7,1
4178,4178,4179,Gallard Slimings,58,M,1,Support,White,2.3,0
4179,4179,4180,See Blaby,53,M,3,Business Development,Asian,2.7,1
4180,4180,4181,Nate Flanne,43,M,1,Training,Other,3.0,1
4181,4181,4182,Liana Minico,45,F,5,Engineering,Other,2.3,1
4182,4182,4183,Onfroi Noseworthy,37,M,5,Training,Latino,2.7,1
4183,4183,4184,Pavlov Duddell,36,M,4,Training,Black,4.0,1
4184,4184,4185,Lynda Batchelder,26,F,4,Engineering,Asian,4.0,1
4185,4185,4186,Brita Digger,33,F,5,Engineering,Asian,4.0,0
4186,4186,4187,Shel Fodden,46,F,5,Product Management,Asian,3.3,0
4187,4187,4188,Goddart Linford,21,M,1,Product Management,Latino,1.0,0
4188,4188,4189,Georg Skilling,22,M,2,Engineering,Black,1.0,0
4189,4189,4190,Angelo Wrennall,50,M,3,Business Development,White,0.0,0
4190,4190,4191,Zitella Vamplew,43,F,2,Marketing,White,1.3,1
4191,4191,4192,Effie Sollner,38,F,5,Support,Other,2.3,1
4192,4192,4193,Sheela Organer,45,F,4,Legal,Asian,2.7,0
4193,4193,4194,Zita Carek,34,F,3,Accounting,Latino,0.7,0
4194,4194,4195,Tiertza Pickrell,50,F,2,Accounting,Other,0.0,0
4195,4195,4196,Grazia Eaden,45,F,2,Training,Other,2.3,0
4196,4196,4197,Blanch Briztman,46,F,3,Research and Development,Latino,0.7,0
4197,4197,4198,Blakeley Zupa,25,F,2,Engineering,Latino,4.0,1
4198,4198,4199,Deborah Leedal,40,F,5,Accounting,Black,4.0,0
4199,4199,4200,Hubie Cousins,50,M,5,Engineering,Black,2.7,1
4200,4200,4201,Angie Alderson,58,M,1,Human Resources,Latino,3.7,0
4201,4201,4202,Nessi McCrisken,39,F,5,Research and Development,White,2.0,0
4202,4202,4203,Briana Coad,50,F,4,Sales,Other,2.7,0
4203,4203,4204,Maggee Bunford,43,F,4,Sales,Black,1.7,1
4204,4204,4205,Dex Porkiss,22,M,2,Research and Development,Black,3.0,0
4205,4205,4206,Marlin Labell,56,M,2,Legal,Latino,2.7,1
4206,4206,4207,Booth Zorzi,36,M,3,Services,Black,2.3,1
4207,4207,4208,Larry Muslim,36,M,5,Services,Black,3.0,0
4208,4208,4209,Sloan Lilion,58,M,4,Support,Black,1.7,0
4209,4209,4210,Erina Barnewille,23,F,1,Legal,Asian,4.0,0
4210,4210,4211,Lorene Oakman,38,F,4,Services,White,3.3,1
4211,4211,4212,Larry Cookney,45,M,5,Product Management,White,2.3,1
4212,4212,4213,Chere Purchall,44,F,2,Services,Asian,0.0,1
4213,4213,4214,Solly Andrysiak,31,M,3,Accounting,Asian,3.3,1
4214,4214,4215,Coralyn Croome,43,F,2,Human Resources,Asian,3.7,1
4215,4215,4216,Zacharias Groven,51,M,4,Services,Latino,3.3,1
4216,4216,4217,Abdel Sturges,48,M,5,Human Resources,White,3.0,1
4217,4217,4218,Rozalin Barnhart,38,F,1,Accounting,Latino,3.3,1
4218,4218,4219,Tull Bruhnicke,52,M,5,Support,Other,3.0,1
4219,4219,4220,Kirby Noyes,21,M,3,Legal,Latino,3.0,0
4220,4220,4221,Wendy Turvey,32,F,5,Marketing,White,4.0,1
4221,4221,4222,Deirdre Dennert,36,F,3,Research and Development,White,2.0,0
4222,4222,4223,Doralynne Souness,27,F,5,Accounting,White,0.7,1
4223,4223,4224,Nikkie Pau,46,F,5,Services,Other,0.7,1
4224,4224,4225,Dunn Commins,24,M,2,Accounting,Black,4.0,1
4225,4225,4226,Catie Kirgan,22,F,3,Business Development,Latino,3.0,0
4226,4226,4227,Sumner Pirt,39,M,1,Services,Latino,4.0,0
4227,4227,4228,Simeon Sykora,38,M,5,Accounting,Asian,1.7,0
4228,4228,4229,Hayden Chestnutt,58,M,3,Human Resources,Black,0.7,0
4229,4229,4230,Natty Armstead,43,F,3,Services,Asian,2.0,0
4230,4230,4231,Terence Purver,43,M,1,Product Management,Asian,0.7,1
4231,4231,4232,Sigismundo Botler,46,M,5,Support,Asian,1.3,1
4232,4232,4233,Michele Pepys,56,M,2,Marketing,Black,0.7,1
4233,4233,4234,Godard Ughi,22,M,1,Services,Asian,1.7,1
4234,4234,4235,Sharleen Mougeot,51,F,5,Research and Development,Asian,1.3,1
4235,4235,4236,Fara Greenhall,45,F,5,Sales,Asian,3.0,1
4236,4236,4237,Evelyn Mallindine,29,F,2,Legal,White,3.0,1
4237,4237,4238,Saxon Parramore,36,M,5,Human Resources,Latino,1.3,1
4238,4238,4239,Lincoln Sundin,48,M,5,Business Development,Asian,3.3,0
4239,4239,4240,Elvis Gheeorghie,30,M,2,Marketing,Latino,1.0,1
4240,4240,4241,Amber Clilverd,28,F,1,Business Development,White,1.7,0
4241,4241,4242,Norene Nockles,36,F,5,Engineering,Asian,1.3,1
4242,4242,4243,Joellen Munby,54,F,4,Human Resources,Black,2.7,1
4243,4243,4244,Fina Druce,28,F,1,Marketing,Asian,2.7,0
4244,4244,4245,Cecile By,50,F,4,Human Resources,Black,2.7,0
4245,4245,4246,Hermione Bitchener,25,F,5,Support,Black,1.3,1
4246,4246,4247,Etti Zimmerman,43,F,4,Training,White,2.3,1
4247,4247,4248,Farica Shields,32,F,2,Research and Development,Asian,4.0,1
4248,4248,4249,Drusie Franks,37,F,5,Accounting,Asian,1.3,1
4249,4249,4250,Mitchel Mossbee,51,M,1,Sales,Other,1.7,1
4250,4250,4251,Corbett Tilzey,51,M,3,Accounting,Asian,3.7,0
4251,4251,4252,Lynett Fieldgate,54,F,4,Accounting,Asian,1.0,1
4252,4252,4253,Jourdan MacMenamie,53,F,4,Research and Development,Latino,2.7,1
4253,4253,4254,Jamesy Crop,46,M,3,Accounting,Black,2.0,1
4254,4254,4255,Clemens Brammer,43,M,3,Engineering,Other,2.7,0
4255,4255,4256,Ash Lampett,42,M,1,Support,Asian,4.0,1
4256,4256,4257,Earvin Nicklin,44,M,1,Marketing,Black,1.3,0
4257,4257,4258,Yolanda Adolf,24,F,5,Services,Latino,1.7,1
4258,4258,4259,Putnem Wallace,36,M,5,Marketing,Latino,1.3,0
4259,4259,4260,Dario Yerill,56,M,2,Services,White,1.3,0
4260,4260,4261,Stinky Dendle,43,M,3,Legal,White,2.7,1
4261,4261,4262,Ashlin Wombwell,37,M,2,Training,White,2.7,1
4262,4262,4263,Adriena Dwane,34,F,1,Human Resources,Other,2.0,0
4263,4263,4264,Gertrude Severn,38,F,2,Training,Black,3.3,1
4264,4264,4265,Ardeen Crumbleholme,33,F,4,Services,Other,1.0,1
4265,4265,4266,Gussie Vigers,55,F,5,Support,Other,1.3,1
4266,4266,4267,Benji MacConneely,60,M,3,Sales,Asian,3.0,1
4267,4267,4268,Cassandry Fehners,29,F,4,Training,Other,2.0,1
4268,4268,4269,Stephanie Matthewes,33,F,2,Human Resources,Latino,2.0,1
4269,4269,4270,Orton Conkie,50,M,5,Engineering,Black,0.7,0
4270,4270,4271,Johannah Hasely,54,F,1,Accounting,Other,1.0,1
4271,4271,4272,Sabra Sheryne,57,F,1,Product Management,Black,3.3,1
4272,4272,4273,Mart Ledson,29,M,3,Human Resources,Other,4.0,1
4273,4273,4274,Faythe Jendrassik,22,F,5,Services,Latino,3.3,1
4274,4274,4275,Hunt Roscoe,30,M,5,Accounting,Asian,1.0,0
4275,4275,4276,Yanaton Bondar,30,M,5,Sales,Asian,2.7,1
4276,4276,4277,Thomasine Kirke,44,F,1,Research and Development,Black,0.0,0
4277,4277,4278,Antonio Jarred,35,M,1,Product Management,Other,1.7,0
4278,4278,4279,Pasquale Najara,31,M,4,Support,Black,4.0,1
4279,4279,4280,Chris Peller,25,F,1,Human Resources,Black,2.3,0
4280,4280,4281,Jillene Melton,55,F,5,Business Development,Latino,1.7,1
4281,4281,4282,Jereme Highwood,30,M,4,Product Management,Black,3.3,1
4282,4282,4283,Madalyn Scandroot,23,F,1,Product Management,Other,1.7,1
4283,4283,4284,Meris Andre,32,F,4,Training,Other,3.0,1
4284,4284,4285,Marlyn Curtiss,28,F,1,Product Management,White,2.3,0
4285,4285,4286,Flynn Greengrass,59,M,5,Sales,Latino,1.3,1
4286,4286,4287,Ernestus Arsnell,37,M,2,Accounting,Asian,1.0,0
4287,4287,4288,Anthony Beckham,38,M,2,Research and Development,White,3.7,0
4288,4288,4289,Magdaia Torbet,51,F,5,Accounting,Latino,1.0,0
4289,4289,4290,Aprilette Brandin,52,F,3,Legal,White,3.3,1
4290,4290,4291,Darwin McVee,23,M,5,Support,Other,1.3,1
4291,4291,4292,Judith Vagg,48,F,4,Sales,White,4.0,1
4292,4292,4293,Tannie Haukey,30,M,2,Sales,Black,0.0,0
4293,4293,4294,Pablo Byles,41,M,2,Product Management,Black,1.0,0
4294,4294,4295,Ingelbert Danneil,35,M,3,Research and Development,White,3.7,1
4295,4295,4296,Clevie Sugden,37,M,1,Services,Latino,1.3,0
4296,4296,4297,Nikolai Kording,46,M,2,Services,Latino,0.7,0
4297,4297,4298,Karlyn Fairfoul,44,F,2,Services,Latino,1.7,1
4298,4298,4299,Darin Lockley,58,M,2,Engineering,Latino,0.0,1
4299,4299,4300,Silvain Gymblett,25,M,3,Business Development,Asian,0.0,1
4300,4300,4301,Wyatan Sibery,45,M,2,Marketing,Asian,2.0,1
4301,4301,4302,Felic Test,45,M,2,Sales,Black,3.3,1
4302,4302,4303,Guenevere Corbyn,28,F,2,Training,Asian,1.0,0
4303,4303,4304,Isac Swaine,43,M,2,Services,Asian,2.7,1
4304,4304,4305,Joe Scotchmur,49,M,5,Engineering,Latino,2.7,0
4305,4305,4306,Konrad Curnnok,36,M,4,Human Resources,Latino,4.0,1
4306,4306,4307,Thornie Woodberry,43,M,4,Accounting,Asian,1.0,0
4307,4307,4308,Clarice Heckner,30,F,5,Services,Asian,1.3,0
4308,4308,4309,Amaleta Louiset,33,F,1,Legal,Latino,2.0,1
4309,4309,4310,Corene Adelberg,43,F,1,Accounting,Black,2.7,0
4310,4310,4311,Bree Chatainier,33,F,1,Services,Black,2.0,0
4311,4311,4312,Estelle Cobbin,25,F,1,Engineering,Black,1.3,1
4312,4312,4313,Wait McCarlich,51,M,5,Services,White,1.3,0
4313,4313,4314,Dayle Zeale,51,F,2,Accounting,Latino,0.7,0
4314,4314,4315,Rafa De Caroli,36,F,3,Research and Development,Latino,1.7,1
4315,4315,4316,Omar Nial,28,M,1,Legal,Black,3.0,1
4316,4316,4317,Dermot Tissell,44,M,3,Product Management,Asian,0.7,1
4317,4317,4318,Hendrik Gwynne,30,M,1,Support,White,0.0,1
4318,4318,4319,Meredeth Colquitt,51,M,3,Product Management,Other,3.7,0
4319,4319,4320,Sileas Ellit,42,F,1,Legal,Asian,1.3,1
4320,4320,4321,Mollie Bending,43,F,1,Legal,Asian,3.0,0
4321,4321,4322,Megan Davey,52,F,3,Human Resources,Black,1.3,1
4322,4322,4323,Hedwiga Derdes,53,F,4,Services,Other,0.7,0
4323,4323,4324,Richie Farra,40,M,4,Legal,Latino,0.7,1
4324,4324,4325,Putnem Point,46,M,3,Legal,Black,3.7,0
4325,4325,4326,Dona Kalf,48,F,4,Services,Other,0.0,1
4326,4326,4327,Ingeberg Crosdill,60,F,1,Research and Development,White,4.0,0
4327,4327,4328,Tab Armell,49,M,3,Engineering,Latino,2.0,1
4328,4328,4329,Eziechiele Grain,44,M,4,Services,White,0.0,1
4329,4329,4330,Glenn O'Donegan,31,M,2,Accounting,White,2.3,0
4330,4330,4331,Dorie Kilbourn,50,M,5,Research and Development,Other,4.0,1
4331,4331,4332,Culver Corwood,41,M,1,Research and Development,White,2.0,1
4332,4332,4333,Alisha Di Baudi,48,F,2,Engineering,White,1.3,1
4333,4333,4334,Avigdor Hounsome,25,M,4,Training,Latino,3.7,0
4334,4334,4335,Anthony Trangmar,50,M,5,Research and Development,White,3.0,0
4335,4335,4336,Daniel Farbrace,46,M,5,Product Management,White,1.0,1
4336,4336,4337,Dyane Gregoli,45,F,2,Legal,White,3.7,1
4337,4337,4338,Cosimo Scawen,42,M,4,Accounting,White,1.3,1
4338,4338,4339,Shelton Anetts,27,M,5,Marketing,Other,0.0,1
4339,4339,4340,Demetria Haseman,48,F,5,Training,Latino,3.3,0
4340,4340,4341,Archaimbaud McMurtyr,32,M,5,Training,Black,0.7,1
4341,4341,4342,Evey Myner,38,F,2,Business Development,Latino,0.7,0
4342,4342,4343,Lissy Astlett,53,F,3,Accounting,Asian,3.0,0
4343,4343,4344,Vanda Ourtic,34,F,5,Marketing,Asian,2.7,0
4344,4344,4345,Urson Ubank,51,M,5,Research and Development,Black,0.0,1
4345,4345,4346,Guillaume Hallock,36,M,3,Human Resources,Asian,2.0,0
4346,4346,4347,Nickolas Dorcey,33,M,3,Marketing,Asian,0.7,0
4347,4347,4348,Conrade Cadagan,23,M,4,Services,Latino,3.0,0
4348,4348,4349,Merwyn Ebdon,24,M,4,Engineering,Other,3.3,0
4349,4349,4350,Herbert Will,60,M,3,Sales,Latino,2.3,0
4350,4350,4351,Modesta Glinde,56,F,3,Engineering,Black,2.7,1
4351,4351,4352,Eben Prantl,37,M,4,Human Resources,Other,3.3,1
4352,4352,4353,Rafaela Tasseler,53,F,4,Legal,White,1.7,1
4353,4353,4354,Bab Joreau,30,F,5,Business Development,Latino,3.7,1
4354,4354,4355,Jacquelin Canadine,56,F,3,Legal,Asian,3.7,1
4355,4355,4356,Caria Hebblewaite,40,F,2,Engineering,White,2.0,1
4356,4356,4357,Mac Elderidge,56,M,4,Engineering,White,1.3,0
4357,4357,4358,Robinet Benge,39,F,2,Legal,Other,4.0,0
4358,4358,4359,Guillaume Puleston,40,M,2,Engineering,Asian,0.7,0
4359,4359,4360,Urbain Keuntje,51,M,3,Support,Latino,3.0,1
4360,4360,4361,Jackie Storie,51,M,1,Services,White,1.0,1
4361,4361,4362,Gina Arnald,56,F,1,Training,Asian,1.7,0
4362,4362,4363,Giff Rosettini,32,M,2,Support,Other,3.3,0
4363,4363,4364,Idaline Neno,34,F,2,Business Development,Asian,3.7,0
4364,4364,4365,Erasmus Cambden,21,M,1,Engineering,White,2.0,0
4365,4365,4366,Donni Wehnerr,46,F,2,Sales,White,3.3,0
4366,4366,4367,Colman Connichie,52,M,1,Training,White,0.7,1
4367,4367,4368,Dody Fuidge,59,F,3,Services,Black,2.0,1
4368,4368,4369,Link Spurett,47,M,3,Sales,Asian,1.3,0
4369,4369,4370,Georgetta Maton,37,F,1,Legal,Black,2.7,0
4370,4370,4371,Harlene Ineson,50,F,3,Business Development,Latino,4.0,1
4371,4371,4372,Jessalin MacGillavery,22,F,4,Accounting,Latino,1.3,0
4372,4372,4373,Averil Alton,52,F,2,Training,Asian,0.0,0
4373,4373,4374,Cosette Softley,32,F,5,Human Resources,Latino,3.3,0
4374,4374,4375,Parsifal Macellar,56,M,2,Services,Asian,1.0,0
4375,4375,4376,Bunni Pretorius,31,F,5,Marketing,Latino,0.0,0
4376,4376,4377,Gerrie Wallis,56,F,5,Legal,Asian,1.0,1
4377,4377,4378,Dermot Rentcome,54,M,4,Business Development,White,4.0,0
4378,4378,4379,Guntar Cockling,24,M,2,Services,Other,2.0,1
4379,4379,4380,Ricard Totton,22,M,4,Accounting,Latino,2.7,0
